,name,text
10,nova 11,"GSM / CDMA / HSPA / CDMA2000 / LTE GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual sim model only) CDMA 800 HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 CDMA2000 1x 1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 26, 28, 38, 40, 41, 66 - International 1, 3, 4, 5, 8, 18, 19, 26, 34, 38, 39, 40, 41 - China HSPA, LTE-A 2023, April 17 Available. Released 2023, April 27 161.3 x 75 x 6.9 mm (6.35 x 2.95 x 0.27 in) 168 g (5.93 oz) Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by) OLED, 1B colors, HDR10, 120Hz 6.7 inches, 110.5 cm2 (~91.4% screen-to-body ratio) 1084 x 2412 pixels, 20:9 ratio (~391 ppi density) Kunlun Glass HarmonyOS 3.0 Qualcomm SM7325 Snapdragon 778G 4G (6 nm) Octa-core (4x2.4 GHz Kryo 670 & 4x1.8 GHz Kryo 670) Adreno 642L No 128GB 8GB RAM, 256GB 8GB RAM, 512GB 8GB RAM 50 MP, f/1.9, (wide), PDAF
8 MP, f/2.2, 112˚ (ultrawide) LED flash, panorama, HDR 4K, 1080p, 720p@960fps, gyro-EIS 60 MP, f/2.4, 100˚ (ultrawide) HDR 4K@30fps, 1080p@30fps, gyro-EIS Yes, with stereo speakers No Wi-Fi 802.11 a/b/g/n/a/6, dual-band, Wi-Fi Direct 5.2, A2DP, LE GPS (L1+L5), GLONASS (L1), BDS (B1I+B1c+B2a), GALILEO (E1+E5a), QZSS (L1+L5), NavIC Yes; NFC-SIM, HCE No USB Type-C 2.0, OTG Fingerprint (under display, optical), accelerometer, gyro, compass, color spectrum Virtual proximity sensing Li-Po 4500 mAh, non-removable 66W wired, 100% in 31 min (advertised)
Reverse wired Black, Green, White, Gold FOA-AL00, FOA-LX9 $ 349.20 "
11,Mate X3,"GSM / CDMA / HSPA / EVDO / LTE GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 CDMA 800 HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 CDMA2000 1xEV-DO 1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 28, 34, 38, 39, 40, 41 HSPA, LTE-A 2023, March 23 Available. Released 2023, April 08 Unfolded: 156.9 x 141.5 x 5.3 mmFolded: 156.9 x 72.4 x 11.1 mm 239 g or 241 g (8.43 oz) Glass front, glass back or eco leather back, aluminum frame Hybrid Dual SIM (Nano-SIM, dual stand-by) IPX8 dust/water resistant (up to 1.5m for 30 min)
Stylus support (both displays) Foldable OLED, 1B colors, 120Hz 7.85 inches, 197.5 cm2 (~88.9% screen-to-body ratio) 2224 x 2496 pixels (~426 ppi density) Kunlun Glass (cover display only) Cover display:
OLED, 120Hz, 6.4 inches, 1080 x 2504 pixels HarmonyOS 3.1 (China), EMUI 13.1 (Europe), no Google Play Services Qualcomm SM8475 Snapdragon 8+ Gen 1 4G (4 nm) Octa-core (1x3.19 GHz Cortex-X2 & 3x2.75 GHz Cortex-A710 & 4x2.0 GHz Cortex-A510) Adreno 730 NM (Nano Memory), up to 256GB (uses shared SIM slot) 256GB 12GB RAM, 512GB 12GB RAM, 1TB 12GB RAM UFS 50 MP, f/1.8, 23mm (wide), PDAF, Laser AF, OIS
12 MP, f/3.4, 125mm (periscope telephoto), PDAF, OIS, 5x optical zoom
13 MP, f/2.2, 13mm (ultrawide), AF LED flash, panorama, HDR 4K@30/60fps, 1080p@30/60fps, gyro-EIS 8 MP, f/2.4, (wide)
Cover camera:
8 MP, f/2.4, (wide) HDR, panorama 4K@30fps, 1080p@30fps Yes, with stereo speakers No Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct 5.2, A2DP, LE GPS (L1+L5), GLONASS (B1I+B1c+B2a), BDS (B1I+B1c+B2a), GALILEO (E1+E5a), QZSS (L1+L5), NavIC Yes; NFC-SIM, HCE Yes No USB Type-C 3.1, DisplayPort 1.2, OTG Fingerprint (side-mounted), accelerometer, gyro, proximity, compass, barometer, altimeter, color spectrum BDS Satellite Message Li-Po 4800 mAh, non-removable - GlobalSilicon-carbon 5060 mAh, non-removable - China only 66W wired
50W wireless
7.5W reverse wireless Black, White, Violet, Dark Green, Gold ALT-AL00, ALT-L29 $ 1,999.00 / £ 2,499.00 / € 1,924.38 AnTuTu: 993592 (v9)
GeekBench: 4283 (v5.5), 4512 (v6)
GFXBench: 41fps (ES 3.1 onscreen) Contrast ratio: Infinite (nominal) Photo / Video -26.3 LUFS (Good) Endurance rating 81h "
12,P60,"GSM / CDMA / HSPA / CDMA2000 / LTE GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 CDMA 800 HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 CDMA2000 1x 1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 28, 34, 38, 39, 40, 41 HSPA, LTE-A 2023, March 23 Available. Released 2023, March 31 161 x 74.5 x 8.3 mm (6.34 x 2.93 x 0.33 in) 197 g (6.95 oz) Hybrid Dual SIM (Nano-SIM, dual stand-by) IP68 dust/water resistant (up to 1.5m for 30 min) LTPO OLED, 1B colors, 120Hz 6.67 inches, 107.7 cm2 (~89.8% screen-to-body ratio) 1220 x 2700 pixels (~444 ppi density) HarmonyOS 3.1 (China), EMUI 13.1 (Europe), no Google Play Services Qualcomm SM8475 Snapdragon 8+ Gen 1 4G (4 nm) Octa-core (1x3.0 GHz Cortex-X2 & 3x2.5 GHz Cortex-A710 & 4x1.8 GHz Cortex-A510) Adreno 730 NM (Nano Memory), up to 256GB (uses shared SIM slot) 128GB 8GB RAM, 256GB 8GB RAM, 512GB 8GB RAM UFS 48 MP, f/1.4-f/4.0, 25mm (wide), PDAF, Laser AF, OIS
12 MP, f/3.4, 125mm (periscope telephoto), PDAF, OIS, 5x optical zoom
13 MP, f/2.2, 13mm (ultrawide) LED flash, HDR, panorama 4K@30/60fps, 1080p@30/60fps, 1080p@960fps; gyro-EIS 13 MP, f/2.4, (ultrawide) Panorama, HDR 4K@30fps, 1080p@30fps Yes, with stereo speakers No Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct 5.2, A2DP, LE GPS (L1+L5), GLONASS (B1I+B1c+B2a), BDS (B1I+B1c+B2a), GALILEO (E1+E5a), QZSS (L1+L5), NavIC Yes; NFC-SIM, HCE Yes No USB Type-C 3.1, OTG Fingerprint (under display, optical), accelerometer, gyro, proximity, compass, color spectrum BDS Satellite Message Li-Po 4815 mAh, non-removable 66W wired
50W wireless Black, Green, Violet, Rococo Pearl LNA-AL00, LNA-LX9 About 600 EUR "
13,P60 Art,"GSM / CDMA / HSPA / CDMA2000 / LTE GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 CDMA 800 HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 CDMA2000 1x 1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 26, 28, 32, 34, 38, 39, 40, 41, 66 - International 1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 28, 34, 38, 39, 40, 41 - China HSPA, LTE-A 2023, March 23 Available. Released 2023, April 08 161 x 74.5 x 8.3 mm (6.34 x 2.93 x 0.33 in) 206 g (7.27 oz) Hybrid Dual SIM (Nano-SIM, dual stand-by) IP68 dust/water resistant (up to 1.5m for 30 min) LTPO OLED, 1B colors, 120Hz 6.67 inches, 107.7 cm2 (~89.8% screen-to-body ratio) 1220 x 2700 pixels (~444 ppi density) Kunlun Glass HarmonyOS 3.1 (China), EMUI 13.1 (International) Qualcomm SM8475 Snapdragon 8+ Gen 1 4G (4 nm) Octa-core (1x3.19 GHz Cortex-X2 & 3x2.75 GHz Cortex-A710 & 4x2.0 GHz Cortex-A510) Adreno 730 NM (Nano Memory), up to 256GB (uses shared SIM slot) 512GB 12GB RAM, 1TB 12GB RAM UFS 48 MP, f/1.4-f/4.0, 25mm (wide), PDAF, Laser AF, OIS
48 MP, f/2.1, 90mm (telephoto), PDAF, OIS, 3.5x optical zoom
40 MP, f/2.2, 13mm (ultrawide) LED flash, HDR, panorama 4K@30/60fps, 1080p@30/60fps, 1080p@960fps; gyro-EIS 13 MP, f/2.4, (ultrawide) Panorama, HDR 4K@30fps, 1080p@30fps Yes, with stereo speakers No Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct 5.2, A2DP, LE GPS (L1+L5), GLONASS (B1I+B1c+B2a), BDS (B1I+B1c+B2a), GALILEO (E1+E5a), QZSS (L1+L5), NavIC Yes; NFC-SIM, HCE Yes No USB Type-C 3.1, OTG Fingerprint (under display, optical), accelerometer, gyro, proximity, compass, color spectrum BDS Satellite Message Silicon-carbon 5100 mAh, non-removable 88W wired
50W wireless Azure Blue, Seashore Gold MNA-AL00 About 1200 EUR "
14,Pocket S,"GSM / CDMA / HSPA / CDMA2000 / LTE GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 CDMA 800 HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 CDMA2000 1x 1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 28, 34, 38, 39, 40, 41 HSPA, LTE-A 2022, November 02 Available. Released 2022, November 11 Unfolded: 170 x 75.5 x 7.2 mmFolded: 87.3 x 75.5 x 15.2 mm 190 g (6.70 oz) Dual SIM (Nano-SIM, dual stand-by) Foldable OLED, 1B colors, 120Hz 6.9 inches, 109.2 cm2 (~85.1% screen-to-body ratio) 1188 x 2790 pixels, 21:9 ratio (~442 ppi density) Cover display:
OLED, 1.04 inch, 340 x 340 pixels, 328 ppi HarmonyOS 3.0 Qualcomm SM7325 Snapdragon 778G 4G (6 nm) Octa-core (4x2.4 GHz Kryo 670 & 4x1.8 GHz Kryo 670) Adreno 642L NM (Nano Memory), up to 256GB (uses shared SIM slot) 128GB 8GB RAM, 256GB 8GB RAM, 512GB 8GB RAM 40 MP, f/1.8, (wide), PDAF, Laser AF
13 MP, f/2.2, 120˚ (ultrawide), AF LED flash, HDR, panorama 4K, 1080p 10.7 MP, f/2.2, (ultrawide) HDR, panorama 4K, 1080p Yes No Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct 5.2, A2DP, LE GPS (L1+L5), GLONASS (L1), BDS (B1I+B1c+B2a), GALILEO (E1+E5a), QZSS (L1+L5), NavIC Yes No USB Type-C 2.0, OTG Fingerprint (side-mounted), gyro, accelerometer, proximity, compass, barometer, color spectrum Li-Po 4000 mAh, non-removable 40W wired, 52% in 20 min (advertised)
5W reverse wired Blue, Pink, Gren, Silver, Gold, Black BAL-AL60 About 830 EUR "
15,nova Y61,"GSM / HSPA / LTE GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - EVE-LX3 HSDPA 850 / 900 / 1900 / 2100 - EVE-LX9, EVE-LX9N 1, 2, 3, 4, 5, 7, 8, 13, 26, 28, 38, 40, 66 - EVE-LX3 1, 3, 5, 7, 8, 20, 28, 38, 40, 41 - EVE-LX9, EVE-LX9N HSPA, LTE 2022, November 01 Available. Released 2022, November 164.3 x 75.8 x 8.9 mm (6.47 x 2.98 x 0.35 in) 188 g (6.63 oz) Dual SIM (Nano-SIM, dual stand-by) IPS LCD 6.52 inches, 102.6 cm2 (~82.4% screen-to-body ratio) 720 x 1600 pixels, 20:9 ratio (~269 ppi density) EMUI 12, no Google Play Services Octa-core microSDXC 64GB 4GB RAM, 64GB 6GB RAM 50 MP, f/1.8, (wide), AF
2 MP, f/2.4, (macro)
2 MP, f/2.4, (depth) LED flash, HDR, panorama 1080p@30fps 5 MP, f/2.2, (wide) 1080p@30fps Yes Yes Wi-Fi 802.11 b/g/n 5.1, A2DP, LE GPS, GLONASS, GALILEO, BDS, QZSS Yes (EVE-LX9N only) Unspecified USB Type-C 2.0, OTG Fingerprint (side-mounted), accelerometer, proximity, compass Li-Po 5000 mAh, non-removable 22.5W wired Sapphire Blue, Mint Green, Midnight Black EVE-LX9, EVE-LX9N, EVE-LX3 $ 379.00 / € 129.99 "
16,nova 10 SE,"GSM / HSPA / LTE GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only) HSDPA 850 / 900 / 1900 / 2100 - BNE-LX1 HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - BNE-LX3 1, 3, 5, 7, 8, 20, 28, 34, 38, 39, 40, 41 - BNE-LX1 1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 26, 28, 38, 40, 41, 66 - BNE-LX3 HSPA, LTE-A 2022, October 05 Available. Released 2022, October 25 162.4 x 75.5 x 7.4 mm (6.39 x 2.97 x 0.29 in) 184 g (6.49 oz) Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by) OLED, 1B colors, 90Hz 6.67 inches, 107.4 cm2 (~87.6% screen-to-body ratio) 1080 x 2400 pixels, 20:9 ratio (~395 ppi density) Always-On Display EMUI 12, no Google Play Services Qualcomm Snapdragon 680G 4G (6 nm) Octa-core (4x2.4 GHz Cortex-A73 & 4x1.9 GHz Cortex-A53) Adreno 610 No 128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM 108 MP, f/1.9, 27mm (wide), PDAF
8 MP, f/2.2, 112˚ (ultrawide)
2 MP, f/2.4, (macro) Dual-LED dual-tone flash, panorama, HDR 1080p@30fps 16 MP, f/2.2, (wide) 1080p@30fps Yes No Wi-Fi 802.11 a/b/g/n/ac, dual-band 5.0, A2DP, LE GPS, GLONASS, GALILEO, BDS, QZSS Yes (BNE-LX1 only) No USB Type-C 2.0, OTG Fingerprint (side-mounted), accelerometer, gyro, compass, proximity (ultrasound) Li-Po 4500 mAh, non-removable 66W wired
5W reverse wired Starry Silver, Mint Green, Starry Black BNE-LX1, BNE-LX3 $ 329.99 / £ 499.99 / € 294.88 "
17,Mate 50 RS Porsche Design,"GSM / CDMA / HSPA / CDMA2000 / LTE GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only) CDMA 800 HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 CDMA2000 1x 1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 28, 34, 38, 39, 40, 41 HSPA, LTE-A 2022, September 06 Available. Released 2022, September 21 162.1 x 75.5 x 9.9 mm (6.38 x 2.97 x 0.39 in) 232 g (8.18 oz) Glass front, ceramic back, aluminum frame Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by) IP68 dust/water resistant (up to 6m for 30 min) OLED, 1B colors, 120Hz 6.74 inches, 111.8 cm2 (~91.3% screen-to-body ratio) 1212 x 2616 pixels, 19.5:9 ratio (~428 ppi density) Huawei Kunlun Glass HarmonyOS 3.0 Qualcomm SM8475 Snapdragon 8+ Gen 1 4G (4 nm) Octa-core (1x3.19 GHz Cortex-X2 & 3x2.75 GHz Cortex-A710 & 4x2.0 GHz Cortex-A510) Adreno 730 NM (Nano Memory), up to 256GB (uses shared SIM slot) 512GB 12GB RAM UFS 3.1 50 MP, f/1.4-f/4.0, 24mm (wide), PDAF, Laser AF, OIS
48 MP, f/3.0, 90mm (periscope telephoto macro), PDAF, OIS, 3.5x optical zoom
13 MP, f/2.2, 13mm, 120˚ (ultrawide), PDAF LED flash, panorama, HDR 4K@30/60fps, 1080p@30/60/120/240/480fps, 720p@960fps, 720p@3840fps, HDR, gyro-EIS 13 MP, f/2.4, 18mm (ultrawide)
TOF 3D, (depth/biometrics sensor) HDR, panorama 4K@30/60fps, 1080p@30/60/240fps Yes, with stereo speakers No 32-bit/384kHz audio Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct 5.2, A2DP, LE GPS (L1+L5), GLONASS (L1), BDS (B1I+B1c+B2a), GALILEO (E1+E5a), QZSS (L1+L5), NavIC (L5) Yes Yes No USB Type-C 3.1, OTG, Display Port 1.2 Face ID, fingerprint (under display, optical), accelerometer, gyro, proximity, barometer, compass, color spectrum BDS Satellite Message (sending only) Li-Po 4700 mAh, non-removable 66W wired
50W wireless
5W reverse wireless Ink Blue, Purple DCO-AL00 About 1880 EUR "
18,Mate 50,"GSM / CDMA / HSPA / CDMA2000 / LTE GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only) CDMA 800 HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 CDMA2000 1x 1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 26, 28, 32, 34, 38, 39, 40, 41, 66 - International 1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 28, 34, 38, 39, 40, 41 - China HSPA, LTE-A 2022, September 06 Available. Released 2022, September 28 161.5 x 76.1 x 8 mm (6.36 x 3.00 x 0.31 in) 202 g / 206 g (7.13 oz) Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by) IP68 dust/water resistant (up to 2m for 30 min) OLED, 1B colors, 90Hz 6.7 inches, 108.9 cm2 (~88.6% screen-to-body ratio) 1224 x 2700 pixels (~442 ppi density) Huawei Kunlun Glass EMUI 13 (International); HarmonyOS 3.0 (China) Qualcomm SM8475 Snapdragon 8+ Gen 1 4G (4 nm) Octa-core (1x3.19 GHz Cortex-X2 & 3x2.75 GHz Cortex-A710 & 4x2.0 GHz Cortex-A510) Adreno 730 NM (Nano Memory), up to 256GB (uses shared SIM slot) 128GB 8GB RAM, 256GB 8GB RAM, 512GB 8GB RAM UFS 3.1 50 MP, f/1.4-f/4.0, 24mm (wide), PDAF, Laser AF
12 MP, f/3.4, 125mm (periscope telephoto), PDAF, OIS, 5x optical zoom
13 MP, f/2.2, 13mm, 120˚ (ultrawide), PDAF LED flash, panorama, HDR 4K@30/60fps, 1080p@30/60/120/240fps, 1080p@960fps, gyro-EIS 13 MP, f/2.4, 18mm (ultrawide) HDR, panorama 4K@30/60fps, 1080p@30/60/240fps Yes, with stereo speakers No 32-bit/384kHz audio Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct 5.2, A2DP, LE GPS (L1+L5), GLONASS (L1), BDS (B1I+B1c+B2a), GALILEO (E1+E5a), QZSS (L1+L5), NavIC (L5) Yes Yes No USB Type-C 3.1, OTG, Display Port 1.2 Fingerprint (under display, optical), accelerometer, gyro, proximity, barometer, compass, color spectrum BDS Satellite Message (sending only) Li-Po 4460 mAh, non-removable 66W wired
50W wireless
5W reverse wireless Black, Silver, Purple, Orange CET-AL00, CET-LX9 About 720 EUR "
19,nova Y90,"GSM / HSPA / LTE GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM) HSDPA 850 / 900 / 1900 / 2100 1, 3, 5, 7, 8, 20, 28, 38, 40, 41 HSPA, LTE-A 2022, June 23 Available. Released 2022, July 27 163.3 x 74.7 x 8.4 mm (6.43 x 2.94 x 0.33 in) 195 g (6.88 oz) Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by) IPS LCD, 90Hz 6.7 inches, 108.7 cm2 (~89.1% screen-to-body ratio) 1080 x 2388 pixels (~391 ppi density) EMUI 12 Qualcomm SM6225 Snapdragon 680 4G (6 nm) Octa-core (4x2.4 GHz Kryo 265 Gold & 4x1.9 GHz Kryo 265 Silver) Adreno 610 No 128GB 4GB RAM, 128GB 6GB RAM, 128GB 8GB RAM 50 MP, f/1.8, (wide), PDAF
2 MP, f/2.4, (macro)
2 MP, f/2.4, (depth) LED flash, panorama, HDR 1080p@30fps 8 MP, f/2.0 1080p@30fps Yes Yes Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct 5.0, A2DP, LE GPS, GLONASS, BDS, GALILEO, QZSS Yes (market/region dependent) No USB Type-C 2.0, OTG Fingerprint (side-mounted), accelerometer, compass Virtual proximity sensing Li-Po 5000 mAh, non-removable 40W wired, 50% in 30 min (advertised) Crystal Blue, Pearl White, Emerald Green, Midnight Black CTR-LX2, CTR-LX1 $ 579.00 / € 219.00 "
20,nova 9 SE,"GSM / HSPA / LTE GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 HSDPA 850 / 900 / 1900 / 2100 - JLN-LX1 HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - JLN-LX3 1, 3, 5, 7, 8, 20, 28, 34, 38, 39, 40, 41 - JLN-LX1 1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 26, 28, 38, 40, 41, 66 - JLN-LX3 HSPA, LTE-A 2022, March 08 Available. Released 2022, March 20 164.6 x 75.6 x 7.9 mm (6.48 x 2.98 x 0.31 in) 191 g (6.74 oz) Hybrid Dual SIM (Nano-SIM, dual stand-by) IPS LCD, 90Hz 6.78 inches, 111.4 cm2 (~89.5% screen-to-body ratio) 1080 x 2388 pixels (~387 ppi density) Android 11, EMUI 12, no Google Play Services Qualcomm SM6225 Snapdragon 680 4G (6 nm) Octa-core (4x2.4 GHz Kryo 265 Gold & 4x1.9 GHz Kryo 265 Silver) Adreno 610 microSDXC (uses shared SIM slot) 128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM, 512GB 8GB RAM 108 MP, f/1.9, (wide), 1/1.52"", 0.7µm, PDAF
8 MP, f/2.2, 112˚ (ultrawide)
2 MP, f/2.4, (macro)
2 MP, f/2.4, (depth) LED flash, HDR, panorama 1080p@30fps, gyro-EIS 16 MP, f/2.2, 22mm (wide) 1080p@30fps Yes No Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct 5.0, A2DP, LE GPS, GLONASS, GALILEO, BDS, QZSS Yes (JLN-XL1 only) No USB Type-C 2.0, OTG Fingerprint (side-mounted), accelerometer, gyro, compass Virtual proximity sensing Li-Po 4000 mAh, non-removable 66W wired, 75% in 20 min (advertised) Midnight Black, Pearl White, Crystal Blue JLN-LX1, JLN-LX3, JuliaQN-L01B, JuliaQN-L21B, JuliaQN-L23A, RMX2190, FIO-BD00 $ 239.40 / £ 413.01 / € 162.11 "
21,P50 Pro,"GSM / CDMA / HSPA / CDMA2000 / LTE GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM) CDMA 800 HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 CDMA2000 1x 1, 2, 3, 4, 5, 6, 7, 8, 9, 12, 17, 18, 19, 20, 26, 28, 34, 38, 39, 40, 41 - China 1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 28, 32, 34, 38, 39, 40, 41, 66 - International HSPA, LTE-A 2021, July 29 Available. Released 2021, August 12 158.8 x 72.8 x 8.5 mm (6.25 x 2.87 x 0.33 in) 195 g (6.88 oz) Glass front, glass back, aluminum frame Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by) IP68 dust/water resistant (up to 1.5m for 30 min) OLED, 1B colors, 120Hz 6.6 inches, 105.4 cm2 (~91.2% screen-to-body ratio) 1228 x 2700 pixels (~450 ppi density) HarmonyOS 2.0 (China), EMUI 12 (Europe), no Google Play Services Kirin 9000 (5 nm)Qualcomm SM8350 Snapdragon 888 4G (5 nm) Octa-core (1x3.13 GHz Cortex-A77 & 3x2.54 GHz Cortex-A77 & 4x2.05 GHz Cortex-A55)Octa-core (1x2.84 GHz Cortex-X1 & 3x2.42 GHz Cortex-A78 & 4x1.80 GHz Cortex-A55) Mali-G78 MP24Adreno 660 NM (Nano Memory), up to 256GB (uses shared SIM slot) 128GB 8GB RAM, 256GB 8GB RAM, 512GB 8GB RAM, 512GB 12GB RAM 50 MP, f/1.8, 23mm (wide), PDAF, Laser AF, OIS
64 MP, f/3.5, 90mm (periscope telephoto), PDAF, OIS, 3.5x optical zoom, 7x lossless zoom
13 MP, f/2.2, 13mm (ultrawide), AF
40 MP, f/1.6, 23mm (B/W), AF Leica optics, dual-LED flash, panorama, HDR 4K@30/60fps, 1080p@30/60fps, 1080p@960fps; gyro-EIS 13 MP, f/2.4, (wide), AF Panorama, HDR 4K@30fps, 1080p@30/60/240fps Yes, with stereo speakers No Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct 5.2, A2DP, LE GPS (L1+L5), GLONASS (L1), BDS (B1I+B1c+B2a+B2b), GALILEO (E1+E5a+E5b), QZSS (L1+L5), NavIC Yes Yes No USB Type-C 3.1, OTG Fingerprint (under display, optical), accelerometer, gyro, proximity, compass, barometer, color spectrum Li-Po 4360 mAh, non-removable 66W wired
50W wireless
Reverse wireless charging Golden Black, Cocoa Gold, Pearl White, Charm Pink JAD-AL50, JAD-LX9, JAD-AL00 £ 1,399.99 / € 553.00 AnTuTu: 793876 (v8), 786215 (v9)
GeekBench: 3145 (v5.1)
GFXBench: 44fps (ES 3.1 onscreen) Contrast ratio: Infinite (nominal) Photo / Video -27.3 LUFS (Good) Endurance rating 76h "
22,P50,"GSM / CDMA / HSPA / CDMA2000 / LTE GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 CDMA 800 HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 CDMA2000 1x 1, 2, 3, 4, 5, 6, 7, 8, 9, 12, 17, 18, 19, 20, 26, 28, 34, 38, 39, 40, 41 HSPA, LTE-A 2021, July 29 Available. Released 2021, October 04 156.5 x 73.8 x 7.9 mm (6.16 x 2.91 x 0.31 in) 181 g (6.38 oz) Hybrid Dual SIM (Nano-SIM, dual stand-by) IP68 dust/water resistant (up to 1.5m for 30 min) OLED, 1B colors, 90Hz 6.5 inches, 101.6 cm2 (~88.0% screen-to-body ratio) 1224 x 2700 pixels (~458 ppi density) HarmonyOS 2.0 Qualcomm SM8350 Snapdragon 888 4G (5 nm) Octa-core (1x2.84 GHz Cortex-X1 & 3x2.42 GHz Cortex-A78 & 4x1.80 GHz Cortex-A55) Adreno 660 NM (Nano Memory), up to 256GB (uses shared SIM slot) 128GB 8GB RAM, 256GB 8GB RAM 50 MP, f/1.8, 23mm (wide), PDAF, Laser AF, OIS
12 MP, f/3.4, 125mm (periscope telephoto), PDAF, OIS, 5x optical zoom
13 MP, f/2.2, 16mm (ultrawide) Leica optics, dual-LED flash, panorama, HDR 4K@30/60fps, 1080p@30/60fps, 1080p@960fps; gyro-EIS 13 MP, f/2.4, (wide) Panorama, HDR 4K@30fps, 1080p@30/60/240fps Yes, with stereo speakers No Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct 5.2, A2DP, LE GPS (L1+L5), GLONASS (L1), BDS (B1I+B1c+B2a), GALILEO (E1+E5a), QZSS (L1+L5), NavIC (L5) Yes No USB Type-C 3.1, OTG Fingerprint (under display, optical), accelerometer, gyro, proximity, compass, color spectrum Li-Po 4100 mAh, non-removable 66W wired Black, Gold, White ABR-AL00, ABR-LX9 About 700 EUR "
